type,x,y
house,-0.389967891,51.53830747
house,-0.385746697,51.5394271
house,-0.386770066,51.54227163
house,-0.388357879,51.54265034
house,-0.385772643,51.54063009
house,-0.389779015,51.54201371
house,-0.388857487,51.54234412
house,-0.39055396,51.53718384
house,-0.387684604,51.54087571
house,-0.387859457,51.54032452
house,-0.386699694,51.54140986
house,-0.389253578,51.54183938
house,-0.38574883,51.54230577
house,-0.388182697,51.53858768
house,-0.388252603,51.53840929
house,-0.387534718,51.54145897
house,-0.391117106,51.53788574
house,-0.387294392,51.53909886
house,-0.385553902,51.54189814
house,-0.388050875,51.5389127
house,-0.385803728,51.53947959
house,-0.387115421,51.53962948
house,-0.390309023,51.53780948
house,-0.386500073,51.54296172
house,-0.389065164,51.53802108
house,-0.390369941,51.53726388
house,-0.386266818,51.54335546
house,-0.390938619,51.53750781
house,-0.389239367,51.53847767
house,-0.389910733,51.53810758
house,-0.387056192,51.54332723
house,-0.391423542,51.53767557
house,-0.388975987,51.54220019
house,-0.387049261,51.5414675
house,-0.386500267,51.54320807
house,-0.389279709,51.54163464
house,-0.38787201,51.53946173
house,-0.388918115,51.53877654
house,-0.385621941,51.54237102
house,-0.3869059,51.53946707
house,-0.385663509,51.54024507
house,-0.388555787,51.53812543
house,-0.386803451,51.54179593
house,-0.386705891,51.54133938
house,-0.386150831,51.54087724
house,-0.387713514,51.54009811
house,-0.387155287,51.53914309
house,-0.38654148,51.54172724
house,-0.387988222,51.53937765
house,-0.388836389,51.54228633
house,-0.388258658,51.54212407
house,-0.386870638,51.54288567
house,-0.38782534,51.54353441
house,-0.387206797,51.5409525
house,-0.387906667,51.54158447
house,-0.387738008,51.54064676
house,-0.387169454,51.54082832
house,-0.386529337,51.54148785
house,-0.389161499,51.53785362
house,-0.391426626,51.53769697
house,-0.387827876,51.54286066
house,-0.386984247,51.5425793
house,-0.385958571,51.54030912
house,-0.388996414,51.54200995
house,-0.391106618,51.53815621
house,-0.390879641,51.53733779
house,-0.387353833,51.53931106
house,-0.38841471,51.53840525
house,-0.386683425,51.54036165
house,-0.386893769,51.54156194
house,-0.387252558,51.54070688
house,-0.389978312,51.5381178
house,-0.387757652,51.5387327
house,-0.388223056,51.53894924
house,-0.387414246,51.54024158
house,-0.387433042,51.54015762
house,-0.390963932,51.53728304
house,-0.387054509,51.54214738
house,-0.386050105,51.54196311
house,-0.386837184,51.53921146
house,-0.389234354,51.54217456
house,-0.387116322,51.54098882
house,-0.386842059,51.54193813
house,-0.386114862,51.54326985
house,-0.39088094,51.53817767
house,-0.387108393,51.54025503
house,-0.387404039,51.53952374
house,-0.386770464,51.53999643
house,-0.387952205,51.54020418
house,-0.386897947,51.54206184
house,-0.387794813,51.53845945
house,-0.386219064,51.54150054
house,-0.385932595,51.54063043
house,-0.385572305,51.54005674
house,-0.386216294,51.53981939
house,-0.391056459,51.53763691
house,-0.387670685,51.539182
house,-0.387680715,51.54059594
house,-0.390280941,51.53736001
house,-0.385624663,51.54188349
house,-0.38723987,51.54290212
house,-0.386547313,51.54134824
house,-0.390216156,51.54159272
house,-0.385403881,51.54013651
house,-0.389669794,51.53854502
house,-0.390061673,51.53760768
house,-0.389301693,51.53835144
house,-0.387012059,51.53927726
house,-0.388752041,51.5424262
house,-0.387606729,51.54330045
house,-0.387073495,51.5406337
house,-0.388037893,51.54296599
house,-0.38696801,51.54105609
house,-0.387308543,51.54071912
house,-0.387647967,51.53915037
house,-0.388532012,51.54253266
house,-0.387701125,51.5398646
house,-0.387617772,51.54043863
house,-0.391160235,51.53777101
house,-0.387383698,51.53894612
house,-0.389669449,51.54195954
house,-0.386204981,51.54212717
house,-0.389447667,51.54161558
house,-0.388523105,51.53862509
house,-0.385868038,51.54265405
house,-0.386210344,51.54147102
house,-0.391138325,51.53770071
house,-0.387272214,51.54093858
house,-0.386260179,51.53973474
house,-0.387122586,51.54027597
house,-0.387765231,51.5407529
house,-0.390381881,51.54196763
house,-0.387140936,51.54324083
house,-0.386659634,51.54193295
house,-0.387421181,51.54112533
house,-0.388890724,51.53781904
house,-0.386350874,51.54117665
house,-0.390637237,51.53838203
house,-0.388217075,51.54329888
house,-0.386074769,51.53930759
house,-0.387452821,51.54226136
house,-0.389786789,51.54150234
house,-0.386169684,51.53938737
house,-0.389904532,51.54160688
house,-0.387145502,51.54271293
house,-0.388382575,51.54212153
house,-0.388041726,51.53822414
house,-0.386118235,51.53933165
house,-0.38662597,51.54071393
house,-0.3902993,51.54192971
house,-0.386007364,51.54097674
house,-0.387389387,51.53957012
house,-0.386840942,51.54321076
house,-0.386839457,51.54122546
house,-0.385650218,51.54278127
house,-0.386510369,51.54094804
house,-0.389544662,51.54162898
house,-0.387924142,51.53849222
house,-0.388282726,51.5432207
house,-0.389062484,51.53857401
house,-0.386249181,51.54128737
house,-0.387560899,51.5416419
house,-0.385695469,51.54191712
house,-0.388592027,51.53792586
house,-0.388426281,51.5426011
house,-0.386428765,51.54021028
house,-0.38673645,51.54315656
house,-0.389719536,51.53840256
house,-0.387362376,51.54148052
house,-0.387642378,51.5423985
house,-0.388964365,51.54227437
house,-0.390683155,51.53747283
house,-0.386622249,51.54174459
house,-0.389607345,51.5382366
house,-0.388337918,51.53871486
house,-0.387798983,51.54291996
house,-0.390137659,51.53753258
house,-0.385743151,51.5399798
house,-0.386402255,51.54336716
house,-0.38938793,51.53786339
house,-0.388281976,51.53834214
house,-0.387141073,51.54286731
house,-0.389189218,51.53854286
house,-0.387703396,51.54010194
house,-0.387448686,51.54235546
house,-0.386765033,51.54382337
house,-0.386887095,51.54095337
house,-0.38865099,51.53780613
house,-0.386526033,51.5435391
house,-0.38612193,51.54021272
house,-0.386764577,51.53973844
house,-0.387216035,51.54230991
house,-0.388281582,51.5430998
house,-0.390267781,51.54194837
house,-0.386545038,51.54233778
house,-0.387627511,51.54242104
house,-0.38879015,51.54230454
house,-0.390652775,51.5368403
house,-0.387163063,51.54156215
house,-0.387394746,51.54121441
house,-0.386150219,51.542979
house,-0.390163323,51.53760346
house,-0.388849145,51.53884801
house,-0.3864492,51.54072585
house,-0.390137795,51.54145716
house,-0.391091084,51.53699349
house,-0.389982409,51.5376981
house,-0.38680473,51.54372237
house,-0.387445734,51.53958821
house,-0.388133136,51.53969221
house,-0.388409987,51.53828056
house,-0.387971728,51.54290749
house,-0.388001243,51.53831196
house,-0.388149791,51.53832763
house,-0.386542249,51.53968085
house,-0.388059088,51.5384348
house,-0.388090804,51.53840343
house,-0.389956571,51.5386123
house,-0.387636489,51.53941626
house,-0.387382064,51.53964549
house,-0.387430867,51.54285691
house,-0.386904511,51.54257993
house,-0.386560901,51.54131466
house,-0.386259251,51.53993389
house,-0.388653616,51.53848149
house,-0.386925911,51.54287981
house,-0.390268049,51.5381944
house,-0.387287883,51.54349941
house,-0.38745436,51.53955374
house,-0.39046949,51.53780571
house,-0.386864157,51.5395189
house,-0.386464502,51.54013054
house,-0.387021875,51.53944266
house,-0.388104688,51.54294201
house,-0.386027166,51.54225814
house,-0.386890775,51.54199111
house,-0.387077629,51.54280402
house,-0.388746875,51.53791461
house,-0.387464377,51.53999582
house,-0.390859395,51.53800711
house,-0.387858407,51.53944787
house,-0.386546475,51.54325487
house,-0.386793213,51.54038814
house,-0.38656522,51.54191447
house,-0.388690427,51.53851819
house,-0.385603609,51.54273037
house,-0.386273109,51.54313772
house,-0.39024708,51.54177431
house,-0.388601532,51.53793659
house,-0.387790446,51.54335892
house,-0.388855992,51.53773388
house,-0.389219576,51.53790945
house,-0.386315233,51.54273856
house,-0.386117292,51.54329846
house,-0.389546751,51.53802062
house,-0.390951718,51.5381212
house,-0.387917416,51.53890572
house,-0.375746704,51.54325342
house,-0.372590962,51.54192175
house,-0.372928451,51.54261653
house,-0.373346752,51.5443928
house,-0.372844246,51.54196156
house,-0.372558927,51.54327197
house,-0.37564567,51.5432569
house,-0.374633856,51.54345217
house,-0.374422805,51.54377364
house,-0.373529671,51.54320426
house,-0.37251893,51.54425699
house,-0.372202024,51.54367452
house,-0.37223826,51.54384485
house,-0.373748196,51.54325079
house,-0.371612818,51.54218103
house,-0.373593258,51.5425322
house,-0.375060488,51.54294613
house,-0.371308747,51.5421128
house,-0.371494105,51.54339377
house,-0.374171355,51.54279758
house,-0.370142953,51.54174321
house,-0.372090813,51.54193206
house,-0.373514931,51.54388429
house,-0.371492903,51.54348507
house,-0.371625966,51.54420181
house,-0.372391662,51.54447818
house,-0.370908015,51.54243722
house,-0.375125342,51.54273141
house,-0.374250769,51.54397704
house,-0.370085692,51.54143164
house,-0.374348779,51.54343424
house,-0.370807624,51.54357722
house,-0.372722333,51.54233034
house,-0.375539763,51.54365281
house,-0.37397722,51.54385699
house,-0.370988994,51.54369654
house,-0.372061751,51.54272617
house,-0.37272545,51.54219971
house,-0.372560673,51.54428246
house,-0.373458734,51.54237131
house,-0.371284479,51.54318749
house,-0.372246079,51.54403629
house,-0.37200458,51.54263804
house,-0.37134461,51.54156236
house,-0.375163706,51.5431357
house,-0.37583994,51.54300126
house,-0.371033252,51.54180345
house,-0.373765677,51.54413708
house,-0.374182986,51.54345409
house,-0.372064746,51.54288224
house,-0.372404431,51.54444401
house,-0.374500235,51.54361145
house,-0.374855296,51.54375919
house,-0.373825484,51.5439065
house,-0.372438718,51.54378953
house,-0.375110621,51.54342125
house,-0.370577594,51.54208021
house,-0.37217309,51.54349188
house,-0.370549425,51.54341049
house,-0.36943391,51.54367325
house,-0.370912403,51.54193375
house,-0.374583401,51.5426688
house,-0.373409441,51.54319424
house,-0.370986795,51.54328084
house,-0.37210473,51.54330967
house,-0.373243302,51.54312906
house,-0.373026238,51.54387284
house,-0.373652425,51.54339558
house,-0.372460209,51.54186789
house,-0.375602385,51.54345669
house,-0.371410728,51.54174571
house,-0.372899607,51.54349373
house,-0.374098266,51.54388662
house,-0.370965324,51.5419847
house,-0.372222346,51.54300502
house,-0.372292064,51.54327006
house,-0.372001541,51.541813
house,-0.373930084,51.5434057
house,-0.372007212,51.54399475
house,-0.371800477,51.5429889
house,-0.371843232,51.54336905
house,-0.372688881,51.54357591
house,-0.374788439,51.54283225
house,-0.370310895,51.54362896
house,-0.372099769,51.54278203
house,-0.372069253,51.54192469
house,-0.373941336,51.54303475
house,-0.372416759,51.54204972
house,-0.372049692,51.54342372
house,-0.375053806,51.54349828
house,-0.370622182,51.54166279
house,-0.37427465,51.54235823
house,-0.373117887,51.54381069
house,-0.371855426,51.54245657
house,-0.371917862,51.54356521
house,-0.371314045,51.54372362
house,-0.373392421,51.54312468
house,-0.37126742,51.54156215
house,-0.370281471,51.54195831
house,-0.372954761,51.54403138
house,-0.373269156,51.54304364
house,-0.375218043,51.54295255
house,-0.371843176,51.5423099
house,-0.374485571,51.54272288
house,-0.37324752,51.54433917
house,-0.372621492,51.54424056
house,-0.372001264,51.54293805
house,-0.374015111,51.54299657
house,-0.371374185,51.54302793
house,-0.370499729,51.54211948
house,-0.371172571,51.54229586
house,-0.373412262,51.54344875
house,-0.374635045,51.54316251
house,-0.374202276,51.54303711
house,-0.373778424,51.54334906
house,-0.370944091,51.54258326
house,-0.373486434,51.54406338
house,-0.375111526,51.54281974
house,-0.371137839,51.54368158
house,-0.372250578,51.54433715
house,-0.371488672,51.54163605
house,-0.371734134,51.54375896
house,-0.373467571,51.54226345
house,-0.374356003,51.54305471
house,-0.371237736,51.5424846
house,-0.372932204,51.54382276
house,-0.37384322,51.54316189
house,-0.371079881,51.54343509
house,-0.371962425,51.54266432
house,-0.372132212,51.5423438
house,-0.371689617,51.54177253
house,-0.373772773,51.54366118
house,-0.373858112,51.54250245
house,-0.373133846,51.542157
house,-0.370848813,51.54143897
house,-0.372735479,51.54301062
house,-0.37541458,51.54276039
house,-0.374140404,51.54278796
house,-0.372196928,51.54192612
house,-0.374208653,51.5434664
house,-0.373153285,51.54324939
house,-0.373329369,51.54248296
house,-0.375809465,51.54301876
house,-0.370665917,51.54147387
house,-0.37025825,51.54354474
house,-0.371950045,51.54383322
house,-0.374624183,51.54387399
house,-0.370500637,51.54363327
house,-0.372945325,51.54442083
house,-0.371752232,51.54167305
house,-0.372557454,51.54457644
house,-0.372090543,51.5436541
house,-0.375654787,51.54321802
house,-0.372650757,51.54253761
house,-0.373786263,51.54276393
house,-0.374370342,51.54270083
house,-0.374933904,51.54377296
house,-0.372849608,51.542314
house,-0.373055637,51.54293452
house,-0.371666128,51.54444494
house,-0.372969655,51.54255009
house,-0.372129543,51.54289988
house,-0.374018331,51.54239539
house,-0.371205223,51.54289058
house,-0.372255816,51.54447849
house,-0.372353049,51.54353152
house,-0.374606947,51.54321437
house,-0.370193313,51.54166756
house,-0.372147569,51.54294277
house,-0.370771064,51.54148806
house,-0.372771134,51.54404929
house,-0.37344133,51.54263481
house,-0.37191671,51.54311391
house,-0.374248368,51.5433896
house,-0.370922135,51.54197696
house,-0.373242266,51.54335455
house,-0.371629635,51.54168819
house,-0.375308075,51.5429604
house,-0.372917567,51.54452326
house,-0.372768194,51.54344055
house,-0.373861664,51.54263679
house,-0.375774169,51.54325925
house,-0.373070341,51.54434249
house,-0.36970267,51.54355624
house,-0.372479364,51.54437322
house,-0.373346841,51.54329419
house,-0.374448082,51.54311548
house,-0.37517703,51.54296788
house,-0.371178394,51.5419693
house,-0.372884163,51.54277018
house,-0.374929037,51.54309966
house,-0.375475341,51.54338259
house,-0.371757138,51.54358138
house,-0.374462091,51.54393686
house,-0.373801821,51.54405296
house,-0.375309849,51.54338769
house,-0.37227237,51.5426161
house,-0.372482703,51.54352926
house,-0.372527468,51.54207698
house,-0.373277929,51.54320274
house,-0.375707637,51.5428979
house,-0.373003142,51.54203996
house,-0.372093644,51.54227742
house,-0.372339368,51.54239665
house,-0.373450155,51.54290142
house,-0.372797542,51.54242432
house,-0.371606007,51.5438025
house,-0.372350632,51.54298491
house,-0.373254332,51.54407414
house,-0.375410433,51.54332801
house,-0.37292702,51.54214904
house,-0.370578309,51.54223422
house,-0.373015992,51.5437081
house,-0.372145668,51.54424169
house,-0.374462956,51.54326234
house,-0.371669836,51.54321397
house,-0.372318203,51.54189861
house,-0.372550865,51.54218432
house,-0.371825905,51.54431004
house,-0.371251775,51.54350948
house,-0.371974315,51.5442716
house,-0.373189428,51.54391563
house,-0.371376358,51.54344493
house,-0.37276234,51.54408684
house,-0.373164777,51.54256876
house,-0.374276511,51.54332366
house,-0.372746169,51.54348624
house,-0.373247905,51.54430477
house,-0.373946144,51.54271549
house,-0.370700818,51.54180958
house,-0.36969745,51.5436498
house,-0.374222091,51.54350686
house,-0.371605777,51.54357172
house,-0.371143666,51.54165212
house,-0.370353632,51.54181259
house,-0.371895922,51.54348241
house,-0.373553524,51.5433103
house,-0.372544077,51.54432315
house,-0.372845625,51.54464019
house,-0.373923895,51.54285644
house,-0.370036311,51.5414289
house,-0.372589418,51.54319146
house,-0.371654274,51.54331276
house,-0.37253401,51.54259835
house,-0.375120627,51.54291426
house,-0.371218591,51.54366079
house,-0.374717767,51.54294747
house,-0.371826727,51.54371468
house,-0.370465374,51.54156581
house,-0.370973851,51.54241044
house,-0.374750849,51.54264252
house,-0.370984489,51.54289446
house,-0.372171332,51.54231814
house,-0.372531991,51.54398118
house,-0.37084299,51.54267285
house,-0.373532161,51.54246883
house,-0.372358962,51.54232308
house,-0.371066582,51.54268913
house,-0.373667239,51.54345585
house,-0.370444544,51.54354436
house,-0.373754164,51.54339703
house,-0.372605136,51.54210872
house,-0.374798539,51.54363389
house,-0.372771331,51.54376606
house,-0.373510737,51.5428828
house,-0.375735785,51.54282796
house,-0.374148161,51.5433808
house,-0.372979648,51.54271031
house,-0.373147219,51.54386996
house,-0.37380579,51.5440622
house,-0.371044485,51.5422527
house,-0.372171178,51.54244006
house,-0.37216748,51.5428687
house,-0.370519308,51.54174784
house,-0.373878117,51.54300561
house,-0.372831408,51.54306305
house,-0.372915463,51.54264422
house,-0.375015057,51.54304819
house,-0.372950637,51.54303829
house,-0.375596207,51.5434608
house,-0.37502383,51.542767
house,-0.3757382,51.54360435
house,-0.369761231,51.54354757
house,-0.373349134,51.54340273
house,-0.371027449,51.54310022
house,-0.371716859,51.54251522
house,-0.37244261,51.54354953
house,-0.37280833,51.54346009
house,-0.374750033,51.54246411
house,-0.374617878,51.54343174
house,-0.374808154,51.54248469
house,-0.371822981,51.5432691
house,-0.372713763,51.54326636
house,-0.372036621,51.54315925
house,-0.373508197,51.54406612
house,-0.371861433,51.54306387
house,-0.373844516,51.54390621
house,-0.370761504,51.5420351
house,-0.371980183,51.54176144
house,-0.375136706,51.54273701
house,-0.370749708,51.54144876
house,-0.372248582,51.54439806
house,-0.374725258,51.54318437
house,-0.370693378,51.54188911
house,-0.372268037,51.54186901
house,-0.373177419,51.54273602
house,-0.371557304,51.54253448
house,-0.37417084,51.54308112
house,-0.372454942,51.54417657
house,-0.373009333,51.54225305
house,-0.371659413,51.54172409
house,-0.372610393,51.54349033
house,-0.373890161,51.54311305
house,-0.370875687,51.54213913
house,-0.373118501,51.5426407
house,-0.375133021,51.54258512
house,-0.371830224,51.54227904
house,-0.370772217,51.54258545
house,-0.372385402,51.54302218
house,-0.372610423,51.5434957
house,-0.371237865,51.54218794
house,-0.374266714,51.5431483
house,-0.37238326,51.54431514
house,-0.371337297,51.54366298
house,-0.370422883,51.54351438
house,-0.372521583,51.5425134
house,-0.369478244,51.54373283
house,-0.374460751,51.54378457
house,-0.373173332,51.54303299
house,-0.372690964,51.54445671
house,-0.374653299,51.54283421
house,-0.372389025,51.54220692
house,-0.374285364,51.54314397
house,-0.372814563,51.54453269
house,-0.374035206,51.54402912
house,-0.372414363,51.54306744
house,-0.370293824,51.541739
house,-0.373253337,51.54377737
house,-0.374996254,51.54261018
house,-0.370968813,51.54338549
house,-0.371297978,51.54322943
house,-0.372127629,51.54233309
house,-0.373494266,51.54371294
house,-0.370799269,51.54360446
house,-0.371504251,51.54231603
house,-0.374901313,51.54297611
house,-0.37342695,51.54422778
house,-0.37057732,51.54169795
house,-0.371020753,51.54179512
house,-0.37082723,51.54227006
house,-0.372512432,51.54336265
house,-0.371370293,51.54250836
house,-0.372983792,51.54242366
house,-0.373335084,51.54252417
house,-0.372493607,51.54299684
house,-0.372086606,51.54286375
house,-0.37406391,51.54263763
house,-0.373164346,51.54216423
house,-0.372940911,51.54461576
house,-0.374709417,51.54371274
house,-0.373303354,51.54286061
house,-0.375670136,51.54278832
house,-0.369667635,51.54373962
house,-0.374932095,51.54343708
house,-0.375376092,51.54355643
house,-0.372991649,51.54264249
house,-0.373272444,51.54390953
house,-0.373480352,51.54371229
house,-0.373819706,51.54220322
house,-0.372229454,51.54375459
house,-0.372992652,51.54389845
house,-0.371500457,51.54268101
house,-0.374812958,51.5432845
house,-0.372893884,51.54253503
house,-0.371651947,51.5425509
house,-0.37405222,51.54244313
house,-0.372494001,51.54421747
house,-0.372689346,51.54375179
house,-0.371301064,51.54366643
house,-0.374043615,51.54309921
house,-0.37211403,51.54213478
house,-0.373137178,51.54438138
house,-0.371872277,51.54371161
house,-0.372354941,51.5434098
house,-0.374763522,51.542981
house,-0.373216347,51.54275132
house,-0.372037786,51.54440237
house,-0.37223511,51.54412902
house,-0.375121485,51.54348719
house,-0.372147895,51.54384949
house,-0.372338057,51.54256144
house,-0.37284055,51.54220596
house,-0.37193389,51.54304926
house,-0.371875759,51.54449573
house,-0.371765373,51.54249688
house,-0.372844737,51.54231295
house,-0.371362592,51.54160204
house,-0.370775577,51.54157143
house,-0.373762923,51.54419229
house,-0.375363408,51.54311266
house,-0.372906805,51.54241252
house,-0.374071689,51.54379239
house,-0.374029625,51.5440063
house,-0.370361723,51.54153435
house,-0.374252313,51.54247922
house,-0.372631518,51.54393784
house,-0.37116091,51.54329819
house,-0.370986426,51.54310321
house,-0.370630414,51.54175439
house,-0.37308125,51.54222627
house,-0.371943135,51.54176855
house,-0.372765019,51.54428756
house,-0.373729362,51.54398876
house,-0.37602253,51.54311457
house,-0.373866064,51.54360127
house,-0.372212046,51.54346935
house,-0.372922346,51.54253796
house,-0.370412585,51.54155341
house,-0.374875276,51.5433877
house,-0.371560544,51.54384245
house,-0.372052791,51.54239094
house,-0.373635432,51.54419128
house,-0.371925248,51.5444514
house,-0.373182898,51.54377439
house,-0.372105187,51.54309379
house,-0.375209127,51.5436743
house,-0.371638272,51.54356671
house,-0.373727341,51.54423387
house,-0.372816,51.54336722
house,-0.373646739,51.54235215
house,-0.372766719,51.54201458
house,-0.371313724,51.54200484
house,-0.370340789,51.54529351
house,-0.370509258,51.54528396
house,-0.370714216,51.54568838
house,-0.370567373,51.54526533
house,-0.370813621,51.54575059
house,-0.370321145,51.54544644
house,-0.370475583,51.54528841
house,-0.370696573,51.54538175
house,-0.370330223,51.54562714
house,-0.370771887,51.54592332
house,-0.370540124,51.54545067
house,-0.370241171,51.54512907
house,-0.370842191,51.5455387
house,-0.370476497,51.5458492
house,-0.370369307,51.54571887
house,-0.370510631,51.54540745
house,-0.370537477,51.54543462
house,-0.370576524,51.5453786
house,-0.370509649,51.54539274
house,-0.372322421,51.5448345
house,-0.372107488,51.54505372
house,-0.371259247,51.54495297
house,-0.371953369,51.54476978
house,-0.3715853,51.54494462
house,-0.371572181,51.54453974
house,-0.372562826,51.5448356
house,-0.372498446,51.54484879
house,-0.371327476,51.54500243
house,-0.371852345,51.54485658
house,-0.371643991,51.54493308
house,-0.37184816,51.54511096
house,-0.371456098,51.54489297
house,-0.371722196,51.54456318
house,-0.372467688,51.5448103
house,-0.371765831,51.54496047
house,-0.371433239,51.54459103
house,-0.371786237,51.54471718
house,-0.37127701,51.54449046
house,-0.371767169,51.54496269
house,-0.371479908,51.5448448
house,-0.371433108,51.54469132
house,-0.372147559,51.54476937
house,-0.372318369,51.54488175
house,-0.371245147,51.54495727
house,-0.396769289,51.54331469
house,-0.396062433,51.54519401
house,-0.396186382,51.54377457
house,-0.396918659,51.54424324
house,-0.396512931,51.5449538
house,-0.39576391,51.5444981
house,-0.396716035,51.54423293
house,-0.397093829,51.54575823
house,-0.396932344,51.54360341
house,-0.396003264,51.54394732
house,-0.396498863,51.54372728
house,-0.396005254,51.54502569
house,-0.39570494,51.54352951
house,-0.396909575,51.54455493
house,-0.395631121,51.54383326
house,-0.396577443,51.54348328
house,-0.395803429,51.54337145
house,-0.397200191,51.54509062
house,-0.396211224,51.54426434
house,-0.396485901,51.54582267
house,-0.395620827,51.54370621
house,-0.396911176,51.54543108
house,-0.395919597,51.54451186
house,-0.396652497,51.54320574
house,-0.396281804,51.54428156
house,-0.396600925,51.54514429
house,-0.3956905,51.54400993
house,-0.396880039,51.54468113
house,-0.396716574,51.54533948
house,-0.39624593,51.54329899
house,-0.395669463,51.54448977
house,-0.397297128,51.54506793
house,-0.396481218,51.54382672
house,-0.396977009,51.54464945
house,-0.396934978,51.54526082
house,-0.396526829,51.54484114
house,-0.396317802,51.54448602
house,-0.396312225,51.54565131
house,-0.397022439,51.54507597
house,-0.396770481,51.54378838
house,-0.396088402,51.5451938
house,-0.396733324,51.54442219
house,-0.397016555,51.5446152
house,-0.396603132,51.54533781
house,-0.396446935,51.54419415
house,-0.396617911,51.54375445
house,-0.396943281,51.54500031
house,-0.396430278,51.54342241
house,-0.396443718,51.54536568
house,-0.39649159,51.54466339
house,-0.395902017,51.54378751
house,-0.396546196,51.54366234
house,-0.395856353,51.54442205
house,-0.396937622,51.54508169
house,-0.39613082,51.54339395
house,-0.396007672,51.54493641
house,-0.396460657,51.5432669
house,-0.396639693,51.54445998
house,-0.396463615,51.54476491
house,-0.39636748,51.54455023
house,-0.39596796,51.5449165
house,-0.396524219,51.54545204
house,-0.396114667,51.54494319
house,-0.395695229,51.54363236
house,-0.396537706,51.54344552
house,-0.39720247,51.54542161
house,-0.397366791,51.54549799
house,-0.396063446,51.54405153
house,-0.396992586,51.5442144
house,-0.396608011,51.54426912
house,-0.396238586,51.54489206
house,-0.395673829,51.54357159
house,-0.396446688,51.54482572
house,-0.396760604,51.54362826
house,-0.396377566,51.54439572
house,-0.396253632,51.54566571
house,-0.396229034,51.5451921
house,-0.396681729,51.5432555
house,-0.396925958,51.54422622
house,-0.396671319,51.54449904
house,-0.395952711,51.54439687
house,-0.397090025,51.54577382
house,-0.39712622,51.54544816
house,-0.396826546,51.54435471
house,-0.396563957,51.54481903
house,-0.396196614,51.54464469
house,-0.396909523,51.54399901
house,-0.396114696,51.54360621
house,-0.39660849,51.54479428
house,-0.396653179,51.54465266
house,-0.396309239,51.54540054
house,-0.396445713,51.54455609
house,-0.396076208,51.5451817
house,-0.395776674,51.54400022
house,-0.396547385,51.54580678
house,-0.396689324,51.54389066
house,-0.396398065,51.54465833
house,-0.395831595,51.54331418
house,-0.396343104,51.54570865
house,-0.397083791,51.54513461
house,-0.395709055,51.54404525
house,-0.396349977,51.54413438
house,-0.395732643,51.54383671
house,-0.396916939,51.54506284
house,-0.396000587,51.54345596
house,-0.396600811,51.54416557
house,-0.395985509,51.54358934
house,-0.39669347,51.54379174
house,-0.396439811,51.54542569
house,-0.396595778,51.54367085
house,-0.395787761,51.54337119
house,-0.396984227,51.54399764
house,-0.395790548,51.54477285
house,-0.395735886,51.54411497
house,-0.396780174,51.54491139
house,-0.395723306,51.54358548
house,-0.39671092,51.54545409
house,-0.39640986,51.54579337
house,-0.395723948,51.5446946
house,-0.39633196,51.54329119
house,-0.395581681,51.5437053
house,-0.396309813,51.54319688
house,-0.396170529,51.54340334
house,-0.395652027,51.54359757
house,-0.39694221,51.54539896
house,-0.396476945,51.5451801
house,-0.395650147,51.54354862
house,-0.395839605,51.54362802
house,-0.395750685,51.54333497
house,-0.397215456,51.54511559
house,-0.396579271,51.54510095
house,-0.397037043,51.54434441
house,-0.395980595,51.54367634
house,-0.397356404,51.54568412
house,-0.39694576,51.54483252
house,-0.395976061,51.54473188
house,-0.396542915,51.54559953
house,-0.397041453,51.5455374
house,-0.396124093,51.54427493
house,-0.393263788,51.53885774
house,-0.394762717,51.53914173
house,-0.394040641,51.54128321
house,-0.392460081,51.53879978
house,-0.39288484,51.53961021
house,-0.39484131,51.54134965
house,-0.393952036,51.53957379
house,-0.395421666,51.53987051
house,-0.392827245,51.5384959
house,-0.395238027,51.5398975
house,-0.393194264,51.54122631
house,-0.393257669,51.53911888
house,-0.394752039,51.53926482
house,-0.395403373,51.54122517
house,-0.395003276,51.53906194
house,-0.395620771,51.54003143
house,-0.3945567,51.54074319
house,-0.395404736,51.53924459
house,-0.39392013,51.54100889
house,-0.393714816,51.54003075
house,-0.394120846,51.54020879
house,-0.392907434,51.53856655
house,-0.394972711,51.54128782
house,-0.393570931,51.54135182
house,-0.39601019,51.54107448
house,-0.394914008,51.53955979
house,-0.392075753,51.538141
house,-0.395091538,51.54041164
house,-0.394675654,51.53881635
house,-0.395877122,51.54103088
house,-0.39325066,51.53953452
house,-0.392626742,51.53795034
house,-0.393243625,51.53969723
house,-0.393515132,51.53912236
house,-0.394813971,51.53908086
house,-0.393450271,51.5392625
house,-0.395590319,51.54092977
house,-0.391706969,51.53815396
house,-0.393448972,51.54007374
house,-0.395107298,51.54090035
house,-0.393485995,51.53845333
house,-0.394761007,51.54044461
house,-0.393390985,51.5405189
house,-0.39451494,51.54088894
house,-0.395532214,51.54140397
house,-0.393739576,51.53899515
house,-0.394436053,51.54058624
house,-0.39418731,51.53843513
house,-0.392742367,51.53877127
house,-0.394621742,51.54152107
house,-0.395042004,51.54051222
house,-0.393995568,51.53947073
house,-0.393309279,51.53984023
house,-0.392904445,51.53888626
house,-0.394800602,51.54033439
house,-0.394435124,51.54041757
house,-0.391682112,51.53808647
house,-0.393563124,51.54021913
house,-0.393769684,51.54083346
house,-0.393383403,51.54127935
house,-0.395021792,51.53895745
